151635 ,СМЕТАНА ,нет ,кафе , "город  Москва ,  улица  Егора  Абакумова ,  дом  9 " ,48
24825 ,Самарканд-Сити ,нет ,кафе , "город  Москва ,  Смирновская  улица ,  дом  2 ,  строение  1 " ,72
136117 ,Кафетериус ,нет ,кафетерий , "город  Москва ,  Волгоградский  проспект ,  дом  32 ,  корпус  11 " ,46
28320 ,КАФЕ ,нет ,кафе , "город  Москва ,  Ферганская  улица ,  дом  23 " ,60
24482 ,Аэлита ,нет ,кафе , "город  Москва ,  Ферганская  улица ,  дом  8 ,  корпус  2 ,  строение  1 " ,30
69894 ,Кафе  «Пандок» ,нет ,кафе , "город  Москва ,  улица  Перерва ,  дом  30 " ,55
83712 ,Офицерское ,нет ,кафе , "город  Москва ,  Красноказарменная  улица ,  дом  3 ,  строение  1 " ,46
144983 ,Кафе  «Удача» ,нет ,кафе , "город  Москва ,  Окская  улица ,  дом  13 " ,40
23460 ,КАФЕ-БИСТРО ,нет ,кафе , "город  Москва ,  Басовская  улица ,  дом  16 ,  строение  1 " ,24
28057 ,Интертрансэкспедиция ,нет ,кафе , "город  Москва ,  Иловайская  улица ,  дом  2Б ,  строение  1 " ,80
23555 ,Мираж ,нет ,кафе , "город  Москва ,  улица  Шкулёва ,  дом  2А " ,90
136506 ,Павильон  «Кафе» ,нет ,кафе , "город  Москва ,  улица  Перерва ,  владение  31Б " ,20
157399 ,Кафе ,нет ,кафе , "город  Москва ,  Волгоградский  проспект ,  дом  32 ,  корпус  8 " ,12
25345 ,Кафе  «У  Руслана» ,нет ,кафе , "город  Москва ,  Люблинская  улица ,  владение  155 ,  строение  1 " ,20
124217 ,Самарканд ,нет ,кафе , "город  Москва ,  Совхозная  улица ,  дом  2А " ,40
104071 ,ЛАКШИМ ,нет ,кафе , "город  Москва ,  улица  Золоторожский  Вал ,  дом  11 ,  строение  27 " ,40
105531 ,Штолле ,да ,кафе , "город  Москва ,  Рязанский  проспект ,  дом  10 ,  строение  18 " ,70
23371 ,Кафе  Дом  офицеров ,нет ,кафе , "город  Москва ,  Красноказарменная  улица ,  дом  4/1 ,  строение  1 " ,135
144135 ,Давид  Айвазовский ,нет ,кафе , "город  Москва ,  Шарикоподшипниковская  улица ,  дом  13 ,  строение  1 " ,30
78081 ,Кафе  Овца ,нет ,кафе , "город  Москва ,  улица  Золоторожский  Вал ,  дом  11 ,  строение  5 " ,50
69897 ,Хинкальная ,да ,кафе , "город  Москва ,  улица  Академика  Скрябина ,  владение  12А ,  строение  1 " ,16
20501 ,Кафе  «Фастфуд» ,нет ,кафе , "город  Москва ,  Люблинская  улица ,  дом  100 " ,100
22109 ,Кафе  «Мэрис» ,нет ,кафе , "город  Москва ,  Люблинская  улица ,  дом  100 " ,50
102189 ,Кафе  «Шоколадница» ,да ,кафе , "город  Москва ,  улица  Перерва ,  дом  43 ,  корпус  1 " ,44
102208 ,Кафе  «Теремок» ,да ,кафе , "город  Москва ,  улица  Перерва ,  дом  43 ,  корпус  1 " ,22
102229 ,Ливан-хаус ,да ,кафе , "город  Москва ,  улица  Перерва ,  дом  43 ,  корпус  1 " ,12
29806 ,Кафе  «Кампанелло» ,нет ,кафе , "город  Москва ,  Зеленодольская  улица ,  дом  43А " ,173
140772 ,Зарайский  дворик ,нет ,кафе , "город  Москва ,  Зарайская  улица ,  дом  33 ,  корпус  2 " ,44
20242 ,Фитнес  бар  «Холдинг» ,нет ,кафетерий , "город  Москва ,  Люблинская  улица ,  дом  153 " ,25
92548 ,Кафе  «Вокомания» ,нет ,кафе , "город  Москва ,  Люблинская  улица ,  дом  153 " ,25
92555 ,Кафе  «Теремок» ,да ,кафе , "город  Москва ,  Люблинская  улица ,  дом  153 " ,25
28328 ,Кафе  «Съешь-ка» ,нет ,кафе , "город  Москва ,  Люблинская  улица ,  дом  151 " ,50
127456 ,Шоколадница ,да ,кафе , "город  Москва ,  Рязанский  проспект ,  дом  32 ,  корпус  3 " ,32
157936 ,KFC ,да ,кафе , "город  Москва ,  Рязанский  проспект ,  дом  99А " ,35
134257 ,Кафе-кальянная ,нет ,кафе , "город  Москва ,  Рязанский  проспект ,  дом  99А " ,15
155041 ,Самарканд ,нет ,кафе , "город  Москва ,  Краснодарская  улица ,  дом  58Г " ,45
97526 ,СИННАБОН ,нет ,кафе , "город  Москва ,  Авиамоторная  улица ,  дом  41Б " ,59
69782 ,Сытый  лось ,нет ,кафе , "город  Москва ,  Люблинская  улица ,  дом  4А " ,220
112729 ,Диал  лидер ,нет ,кафе , "город  Москва ,  Шоссейная  улица ,  дом  2Б " ,20
23342 ,Фараон ,нет ,кафе , "город  Москва ,  Зеленодольская  улица ,  дом  30 ,  корпус  3 " ,34
23560 ,Мускат ,нет ,кафе , "город  Москва ,  Волгоградский  проспект ,  дом  43 ,  корпус  3 " ,90
80131 ,Кафе  «Карамель» ,нет ,кафе , "город  Москва ,  Донецкая  улица ,  дом  35 " ,45
138222 ,Псарьки ,нет ,кафе , "город  Москва ,  Авиамоторная  улица ,  дом  12 ,  корпус  2 " ,50
144247 ,Ламаджо ,нет ,кафе , "город  Москва ,  Белореченская  улица ,  дом  40 " ,20
69332 ,Кафе  «АндерСон» ,да ,кафетерий , "город  Москва ,  Братиславская  улица ,  дом  6 " ,85
107884 ,Кафе  «Восточные  вечера» ,нет ,кафе , "город  Москва ,  2-й  квартал  Капотня ,  дом  37 " ,35
67817 ,Кафе-бар  «Жулебино» ,нет ,кафе , "город  Москва ,  Тарханская  улица ,  дом  2 " ,50
104952 ,Суши  бар  «Маки-маки» ,да ,кафе , "город  Москва ,  Люблинская  улица ,  дом  169 ,  корпус  2 " ,22
104976 ,Кафе  «Теремок» ,да ,кафе , "город  Москва ,  Люблинская  улица ,  дом  169 ,  корпус  2 " ,22
25805 ,Папа  Джонс ,да ,кафе , "город  Москва ,  1-я  Новокузьминская  улица ,  дом  19 ,  корпус  2 " ,25
134558 ,Теремок ,да ,кафе , "город  Москва ,  Поречная  улица ,  дом  10 " ,0
68369 ,La  casa ,нет ,кафе , "город  Москва ,  проезд  Завода  Серп  и  Молот ,  дом  10 " ,100
20780 ,ФрайЧикен ,нет ,кафе , "город  Москва ,  шоссе  Энтузиастов ,  дом  12 ,  корпус  2 " ,40
53104 ,Старбакс ,да ,кафе , "город  Москва ,  шоссе  Энтузиастов ,  дом  12 ,  корпус  2 " ,50
157763 ,Чайхона ,нет ,кафе , "город  Москва ,  шоссе  Энтузиастов ,  дом  12 ,  корпус  2 " ,20
92405 ,ЯММИ  МИКС ,да ,кафетерий , "город  Москва ,  шоссе  Энтузиастов ,  дом  12 ,  корпус  2 " ,2
24828 ,Семейный  очаг ,нет ,кафе , "город  Москва ,  8-я  улица  Текстильщиков ,  дом  5 ,  корпус  2 " ,45
94998 ,Алгет ,нет ,кафе , "город  Москва ,  Шарикоподшипниковская  улица ,  дом  13 ,  строение  3 " ,70
95043 ,ЛИОР ,нет ,кафе , "город  Москва ,  Шарикоподшипниковская  улица ,  дом  13 ,  строение  3 " ,60
95066 ,Лиор ,нет ,кафе , "город  Москва ,  Шарикоподшипниковская  улица ,  дом  13 ,  строение  3 " ,50
95075 ,Лиор ,нет ,кафе , "город  Москва ,  Шарикоподшипниковская  улица ,  дом  13 ,  строение  3 " ,50
95079 ,Лиор ,нет ,кафе , "город  Москва ,  Шарикоподшипниковская  улица ,  дом  13 ,  строение  3 " ,50
95081 ,Лиор ,нет ,кафе , "город  Москва ,  Шарикоподшипниковская  улица ,  дом  13 ,  строение  3 " ,50
95084 ,Лиор ,нет ,кафе , "город  Москва ,  Шарикоподшипниковская  улица ,  дом  13 ,  строение  3 " ,50
95088 ,Лиор ,нет ,кафе , "город  Москва ,  Шарикоподшипниковская  улица ,  дом  13 ,  строение  3 " ,50
95099 ,Лиор ,нет ,кафе , "город  Москва ,  Шарикоподшипниковская  улица ,  дом  13 ,  строение  3 " ,50
141388 ,Озгон ,нет ,кафе , "город  Москва ,  Краснодарская  улица ,  дом  72 ,  корпус  2 " ,45
24881 ,Вьеткафе ,да ,кафе , "город  Москва ,  улица  Намёткина ,  дом  13А " ,76
23969 ,АРТИКО ,нет ,кафе , "город  Москва ,  38-й  километр  Московской  Кольцевой  Автодороги ,  владение  6А ,  строение  1 " ,94
155957 ,МОРОЗКО ,нет ,кафетерий , "город  Москва ,  улица  Кедрова ,  дом  7А " ,26
137778 ,Кафе  «Хинкальная» ,да ,кафе , "город  Москва ,  улица  Академика  Варги ,  дом  8 ,  корпус  1 " ,60
21165 ,СТОЛОВАЯ ,нет ,кафе , "город  Москва ,  Нахимовский  проспект ,  дом  32 " ,50
29359 ,Эдельвейс ,нет ,кафе , "город  Москва ,  Ленинский  проспект ,  дом  65 ,  корпус  3 " ,32
69828 ,Урюк  Вавилова ,да ,кафе , "город  Москва ,  улица  Вавилова ,  дом  69/75 " ,99
143752 ,Хинкальная  Чела ,нет ,кафе , "город  Москва ,  улица  Кравченко ,  дом  12А " ,45
76495 ,Чайхона  Ходжент ,нет ,кафе , "город  Москва ,  улица  Миклухо-Маклая ,  дом  8 " ,40
26308 ,Макдоналдс ,да ,кафе , "город  Москва ,  Ленинский  проспект ,  дом  111/2 " ,150
81030 ,То  Да  Сё ,да ,кафе , "город  Москва ,  Малая  Юшуньская  улица ,  дом  1 ,  корпус  1 " ,80
